(429;404;0)
(430;403;183)
(430;403;183)
(431;403;200)
(431;403;200)
(431;403;216)
(431;403;216)
(431;403;217)
(432;403;233)
(432;403;257)
(433;403;257)
(433;403;258)
(433;403;274)
(434;403;275)
(434;403;275)
(434;403;291)
(435;403;291)
(435;403;307)
(435;403;308)
(436;403;325)
(436;402;325)
(437;402;325)
(437;402;340)
(437;402;358)
(438;402;358)
(438;402;359)
(439;402;375)
(439;402;375)
(440;402;392)
(440;402;392)
(441;402;408)
(442;402;425)
(442;402;425)
(442;402;425)
(443;402;441)
(443;402;441)
(443;402;458)
(444;402;458)
(444;402;474)
(444;402;474)
(445;402;491)
(445;402;491)
(446;402;507)
(446;402;507)
(446;402;525)
(447;402;526)
(447;402;526)
(447;402;541)
(448;402;541)
(448;402;558)
(448;402;559)
(449;402;574)
(449;402;574)
(449;402;574)
(450;402;592)
(450;402;592)
(451;402;607)
(451;402;607)
(452;402;625)
(452;402;625)
(453;402;641)
(453;402;642)
(453;402;642)
(453;402;658)
(454;402;658)
(454;401;675)
(454;401;675)
(454;401;691)
(454;401;692)
(454;401;708)
(455;401;708)
(455;401;724)
(455;401;725)
(455;401;741)
(455;401;741)
(456;401;757)
(456;401;775)
(456;401;775)
(457;400;791)
(457;400;791)
(457;400;807)
(457;400;808)
(457;400;825)
(457;400;825)
(457;400;825)
(457;400;841)
(458;400;841)
(458;400;858)
(458;400;859)
(458;399;875)
(458;399;875)
(458;399;875)
(458;399;892)
(459;398;892)
(459;398;908)
(459;397;908)
(460;396;925)
(460;396;925)
(460;396;942)
(460;395;942)
(460;395;942)
(460;394;958)
(461;394;959)
(461;394;974)
(461;394;974)
(461;393;991)
(461;393;991)
(461;392;1008)
(462;392;1008)
(462;392;1024)
(462;392;1025)
(462;392;1041)
(462;391;1041)
(462;391;1041)
(462;391;1058)
(462;391;1058)
(462;391;1075)
(462;391;1075)
(462;391;1091)
(462;390;1092)
(462;390;1108)
(462;389;1108)
(462;389;1124)
(462;388;1125)
(462;388;1125)
(463;388;1141)
(463;387;1141)
(463;387;1157)
(463;387;1158)
(463;386;1174)
(463;386;1174)
(463;385;1175)
(463;385;1191)
(463;385;1191)
(463;384;1208)
(463;384;1208)
(463;384;1225)
(463;384;1225)
(463;383;1241)
(463;383;1241)
(463;383;1241)
(463;383;1257)
(463;383;1257)
(463;382;1274)
(463;382;1274)
(463;382;1292)
(463;382;1292)
(463;382;1308)
(463;382;1308)
(463;381;1325)
(463;381;1325)
(463;380;1325)
(463;379;1341)
(463;379;1341)
(463;378;1357)
(463;378;1358)
(463;378;1375)
(463;378;1375)
(463;378;1391)
(463;378;1391)
(463;378;1408)
(463;378;1408)
(463;378;1425)
(463;378;1425)
(463;378;1425)
(463;378;1442)
(463;378;1442)
(463;378;1457)
(463;378;1458)
(463;378;1474)
(463;378;1474)
(463;378;1474)
(463;378;1491)
(463;378;1491)
(463;378;1508)
(463;378;1508)
(463;378;1525)
(463;378;1525)
(463;378;1541)
(463;378;1541)
(463;378;1541)
(463;378;1557)
(463;378;1558)
(463;378;1574)
(463;378;1574)
(463;378;1592)
(463;377;1592)
(463;377;1608)
(463;377;1608)
(463;377;1624)
(463;377;1624)
(463;377;1642)
(463;376;1642)
(464;376;1658)
(464;375;1658)
(464;375;1658)
(464;375;1675)
(464;374;1675)
(465;374;1691)
(465;374;1691)
(465;374;1708)
(465;374;1708)
(465;373;1708)
(465;373;1725)
(466;373;1725)
(466;373;1742)
(466;373;1742)
(466;372;1758)
(466;372;1758)
(467;372;1775)
(467;371;1775)
(467;371;1775)
(467;371;1791)
(468;371;1791)
(468;370;1807)
(468;370;1808)
(469;370;1825)
(469;369;1825)
(470;368;1825)
(470;368;1841)
(470;367;1841)
(471;367;1857)
(471;367;1858)
(471;366;1874)
(471;366;1874)
(472;365;1891)
(472;365;1891)
(473;364;1907)
(473;364;1924)
(473;364;1950)
(473;363;1951)
(474;363;1951)
(474;363;1968)
(475;362;1968)
(475;362;1984)
(475;362;1985)
(476;361;2001)
(476;361;2001)
(476;361;2001)
(476;361;2018)
(477;360;2018)
(477;360;2035)
(477;359;2035)
(478;359;2051)
(478;359;2051)
(478;359;2068)
(478;359;2068)
(478;359;2068)
(478;358;2084)
(478;358;2085)
(478;358;2102)
(478;358;2102)
(479;358;2117)
(479;357;2118)
(479;357;2135)
(479;357;2135)
(479;357;2135)
(479;357;2151)
(479;357;2151)
(479;357;2167)
(479;357;2168)
(479;357;2184)
(479;356;2185)
(480;356;2185)
(480;356;2202)
(480;356;2202)
(480;355;2217)
(480;355;2217)
(480;355;2234)
(480;354;2234)
(481;353;2267)
(482;353;2284)
(482;352;2284)
(482;352;2300)
(482;352;2301)
(483;351;2318)
(483;351;2318)
(483;351;2334)
(483;351;2334)
(483;351;2351)
(483;350;2351)
(484;350;2367)
(484;350;2368)
(484;350;2368)
(484;349;2384)
(485;349;2384)
(485;349;2400)
(485;349;2401)
(486;348;2418)
(486;348;2418)
(486;348;2434)
(487;348;2434)
(487;347;2451)
(487;347;2452)
(488;347;2452)
(488;347;2467)
(488;346;2468)
(489;346;2485)
(489;346;2485)
(490;346;2501)
(490;345;2501)
(491;345;2501)
(491;345;2517)
(492;345;2534)
(492;344;2534)
(493;344;2534)
(493;344;2551)
(493;344;2551)
(493;344;2567)
(493;344;2568)
(493;344;2584)
(494;344;2585)
(494;344;2585)
(494;343;2601)
(495;343;2601)
(495;343;2617)
(496;343;2617)
(496;342;2634)
(497;342;2635)
(497;342;2651)
(497;342;2652)
(498;342;2668)
(498;342;2668)
(498;342;2668)
(498;342;2684)
(498;342;2684)
(498;342;2702)
(499;342;2702)
(499;342;2717)
(499;342;2717)
(499;341;2735)
(500;341;2735)
(500;341;2735)
(500;341;2751)
(501;341;2751)
(501;341;2767)
(501;341;2767)
(501;341;2784)
(502;341;2784)
(503;341;2801)
(503;340;2801)
(504;340;2801)
(504;340;2818)
(504;340;2818)
(504;340;2834)
(505;340;2834)
(505;339;2850)
(505;339;2850)
(505;339;2868)
(506;339;2868)
(506;339;2884)
(506;339;2885)
(506;338;2885)
(507;338;2901)
(507;338;2901)
(507;338;2917)
(508;337;2917)
(508;337;2934)
(508;337;2934)
(508;337;2951)
(508;337;2951)
(508;337;2967)
(508;337;2968)
(508;337;2984)
(509;337;2985)
(509;337;2985)
(509;337;3001)
(509;337;3001)
(509;337;3017)
(509;336;3017)
(509;336;3034)
(509;336;3034)
(509;336;3034)
(509;336;3050)
(509;336;3051)
(509;336;3067)
(509;336;3067)
(509;336;3084)
(509;336;3084)
(509;336;3100)
(509;336;3101)
(509;335;3101)
(510;335;3117)
(510;335;3117)
(510;335;3134)
(510;335;3134)
(510;334;3150)
(510;334;3150)
(510;334;3168)
(510;334;3168)
(510;334;3183)
(511;334;3184)
(511;334;3201)
(511;334;3201)
(511;334;3201)
(511;334;3217)
(511;333;3217)
(511;333;3233)
(512;333;3234)
(512;332;3250)
(512;332;3250)
(512;332;3267)
(513;332;3267)
(513;331;3267)
(513;331;3284)
(513;331;3285)
(513;330;3300)
(514;330;3301)
(514;329;3317)
(514;329;3317)
(514;329;3334)
(514;329;3334)
(514;328;3334)
(514;328;3350)
(515;328;3351)
(515;328;3367)
(515;328;3367)
(515;327;3384)
(515;327;3384)
(515;327;3400)
(515;327;3401)
(515;327;3417)
(515;327;3446)
(515;326;3446)
(515;326;3446)
(516;326;3446)
(516;326;3462)
(516;325;3463)
(517;325;3463)
(517;324;3480)
(517;324;3495)
(518;324;3496)
(518;324;3496)
(518;324;3513)
(518;324;3513)
(519;323;3513)
(519;323;3529)
(519;323;3529)
(519;323;3546)
(519;323;3546)
(519;323;3563)
(519;323;3563)
(520;323;3580)
(520;323;3580)
(520;323;3596)
(521;323;3596)
(521;322;3612)
(522;322;3612)
(522;322;3630)
(522;322;3630)
(523;322;3630)
(523;322;3647)
(523;322;3647)
(524;321;3663)
(524;321;3663)
(524;321;3679)
(525;321;3679)
(525;321;3696)
(525;321;3696)
(526;321;3697)
(526;321;3713)
(526;321;3713)
(527;321;3730)
(527;321;3730)
(528;320;3747)
(528;320;3747)
(529;320;3763)
(529;320;3764)
(529;320;3764)
(530;320;3780)
(531;320;3780)
(531;320;3797)
(532;320;3797)
(532;320;3814)
(533;320;3814)
(533;320;3814)
(533;319;3830)
(534;319;3831)
(534;319;3846)
(535;319;3846)
(536;319;3863)
(536;319;3863)
(537;319;3880)
(538;319;3881)
(538;319;3897)
(539;319;3897)
(539;318;3897)
(539;318;3913)
(539;318;3914)
(540;318;3929)
(540;318;3949)
(540;318;3967)
(540;318;3984)
(540;318;4000)
(541;318;4001)
(541;318;4017)
(541;318;4018)
(541;318;4018)
(541;318;4018)
(541;318;4018)
(541;318;4018)
(541;318;4018)
(541;318;4034)
(541;318;4035)
(541;318;4050)
(541;318;4050)
(541;318;4067)
(541;318;4068)
(541;318;4084)
(541;318;4084)
(541;318;4100)
(541;318;4117)
(541;318;4118)
(541;318;4134)
(541;318;4134)
(541;318;4151)
(541;318;4151)
(541;318;4167)
(541;318;4168)
(541;318;4184)
(541;318;4185)
(541;318;4185)
(541;318;4200)
(541;318;4201)
(541;318;4217)
(541;318;4217)
(541;318;4234)
(541;318;4234)
(541;318;4234)
(541;318;4250)
(541;318;4267)
(541;318;4268)
(541;318;4268)
(541;318;4284)
(541;318;4284)
(541;318;4301)
(541;318;4301)
(541;318;4317)
(541;318;4317)
(541;318;4317)
(541;318;4334)
(541;318;4334)
(541;318;4350)
(541;318;4351)
(541;318;4367)
(541;318;4384)
(541;318;4385)
(541;318;4400)
(541;318;4401)
(541;318;4416)
(541;318;4417)
(541;318;4417)
(541;318;4434)
(541;318;4434)
(541;318;4450)
(541;318;4451)
(541;318;4467)
(541;318;4467)
(541;318;4467)
(541;318;4484)
(541;318;4485)
(541;318;4501)
(541;318;4501)
(541;318;4517)
(541;318;4517)
(541;318;4534)
(541;318;4534)
(541;318;4534)
(541;318;4550)
(541;318;4551)
(541;318;4567)
(541;318;4568)
(541;318;4584)
(541;318;4584)
(541;318;4600)
(541;318;4601)
(541;318;4617)
(541;318;4618)
(541;318;4618)
(541;318;4634)
(541;318;4634)
(541;318;4650)
(541;318;4651)
(541;318;4668)
(541;318;4668)
(541;318;4684)
(541;318;4685)
(541;318;4701)
(541;318;4702)
(541;318;4702)
(541;318;4717)
(541;318;4717)
(541;318;4734)
(541;318;4734)
(541;318;4750)
(541;318;4751)
(541;318;4766)
(541;318;4767)
(541;318;4767)
(541;318;4785)
(541;318;4785)
(541;318;4801)
(541;318;4801)
(541;318;4816)
(541;318;4817)
(541;318;4834)
(541;318;4834)
(541;318;4834)
(541;318;4851)
(541;318;4851)
(541;318;4867)
(541;318;4868)
(541;318;4884)
(541;318;4884)
(541;318;4900)
(541;318;4901)
(541;318;4917)
(541;318;4917)
(541;318;4917)
(541;318;4935)
(541;318;4935)
(541;318;4951)
(541;318;4951)
(541;318;4967)
(541;318;4968)
(541;318;4984)
(541;318;4984)
(541;318;5000)
(541;318;5000)
(541;318;5016)
(541;318;5017)
(541;318;5017)
(541;318;5034)
(541;318;5034)
(541;318;5050)
(541;318;5050)
(541;318;5067)
(541;318;5068)
(541;318;5068)
(541;318;5084)
(541;318;5084)
(541;318;5101)
(541;318;5102)
(541;318;5117)
(541;318;5117)
(541;318;5134)
(541;318;5134)
(541;318;5134)
(541;318;5150)
(541;318;5150)
(541;318;5167)
(540;318;5167)
(540;318;5184)
(540;317;5184)
(539;317;5201)
(539;317;5202)
(539;317;5217)
(539;316;5218)
(538;316;5234)
(538;316;5234)
(538;316;5234)
(538;316;5251)
(538;316;5251)
(538;316;5266)
(538;316;5267)
